0,0,0,0.009
0,0,0,0.019
0,0,0,0.029
0,0,0,0.039
0,0,0,0.049
0,0,0,0.059
0,0,0,0.069
0,0,0,0.079
0,0,0,0.089
0,0,0,0.099
0,0,0,0.109
0,0,0,0.119
0,0,0,0.129
0,0,0,0.139
0,0,0,0.149
0,0,0,0.159
0,0,0,0.169
0,0,0,0.179
0,0,0,0.189
0,0,0,0.199
0,0,0,0.209
0,0,0,0.219
0,0,0,0.229
0,0,0,0.239
0,0,0,0.249
0,0,0,0.259
0,0,0,0.269
0,0,0,0.279
0,0,0,0.289
0,0,0,0.299
0,0,0,0.309
0,0,0,0.319
0,0,0,0.329
0,0,0,0.339
0,0,0,0.349
0,0,0,0.359
0,0,0,0.369
0,0,0,0.379
0,0,0,0.389
0,0,0,0.399
0,0,0,0.409
0,0,0,0.419
0,0,0,0.429
0,0,0,0.439
0,0,0,0.449
0,0,0,0.459
0,0,0,0.469
0,0,0,0.479
0,0,0,0.489
0,0,0,0.499
0,0,0,0.509
0,0,0,0.519
0,0,0,0.529
0,0,0,0.539
0,0,0,0.549
0,0,0,0.559
0,0,0,0.569
0,0,0,0.579
0,0,0,0.589
0,0,0,0.599
0,0,0,0.609
0,0,0,0.619
0,0,0,0.629
0,0,0,0.639
0,0,0,0.649
0,0,0,0.659
0,0,0,0.669
0,0,0,0.679
0,0,0,0.689
0,0,0,0.699
0,0,0,0.709
0,0,0,0.719
0,0,0,0.729
0,0,0,0.739
0,0,0,0.749
0,0,0,0.759
0,0,0,0.769
0,0,0,0.779
0,0,0,0.789
0,0,0,0.799
0,0,0,0.809
0,0,0,0.819
0,0,0,0.829
0,0,0,0.839
0,0,0,0.849
0,0,0,0.859
0,0,0,0.869
0,0,0,0.879
0,0,0,0.889
0,0,0,0.899
0,0,0,0.909
0,0,0,0.919
0,0,0,0.929
0,0,0,0.939
0,0,0,0.949
0,0,0,0.959
0,0,0,0.969
0,0,0,0.979
0,0,0,0.989
0,0,0,0.999
0,0,0,1.009
0,0,0,1.019
0,0,0,1.029
0,0,0,1.039
0,0,0,1.049
0,0,0,1.059
0,0,0,1.069
0,0,0,1.079
0,0,0,1.089
0,0,0,1.099
0,0,0,1.109
0,0,0,1.119
0,0,0,1.129
0,0,0,1.139
0,0,0,1.149
0,0,0,1.159
0,0,0,1.169
0,0,0,1.179
0,0,0,1.189
0,0,0,1.199
0,0,0,1.209
0,0,0,1.219
0,0,0,1.229
0,0,0,1.239
0,0,0,1.249
0,0,0,1.259
0,0,0,1.269
0,0,0,1.279
0,0,0,1.289
0,0,0,1.299
0,0,0,1.309
0,0,0,1.319
0,0,0,1.329
0,0,0,1.339
0,0,0,1.349
0,0,0,1.359
0,0,0,1.369
0,0,0,1.379
0,0,0,1.389
0,0,0,1.399
0,0,0,1.409
0,0,0,1.419
0,0,0,1.429
0,0,0,1.439
0,0,0,1.449
0,0,0,1.459
0,0,0,1.469
0,0,0,1.479
0,0,0,1.489
0,0,0,1.499
0,0,0,1.509
0,0,0,1.519
0,0,0,1.529
0,0,0,1.54
0,0,0,1.549
0,0,0,1.559
0,0,0,1.569
0,0,0,1.579
0,0,0,1.589
0,0,0,1.599
0,0,0,1.609
0,0,0,1.619
